School Name,School State,Zip Code,School Locale,Rate of Full Time Faculty,Faculty Avg. Salary,Enrollment Size,Percent Males,Percent Females,4 Year Retention Rate,Median Househould Income,Avg. Age of Entry,Admission Rate,Avg. Cost,Percent that Received Pell Grant,Percent of Undergraduates that Receive Federal Loan,150% 4 Year Completion Rate (Pooled),Percent Repaying Not in Default 5 Years,Three Year Default Rate,Undergraduate Federal Loan Repayment Rate,Catholic,Average Net Price,Out-In State Tuition Ratio,Debt to Earnings Ratio,Male to Female Ratio,Cluster (hier)
University of Redlands,CA,92373-0999,13,0.9578,10322,2965,0.4091,0.5909,0.846,68599,23,0.7641,66962,0.3216,0.5809,0.7482,0.7608187135,0.019,0.9347075522,0,27958,1,0.6330948422,0.6923337282,30
San Diego State University,CA,92182-0001,11,0.528,11074,30347,0.4485,0.5515,0.8904,68953,22,0.3413,23054,0.3295,0.2737,0.734,0.7064664568,0.028,0.9375246293,0,14788,2.5818908123,0.5182543582,0.8132366274,28
University of San Diego,CA,92110-2492,11,0.529,12392,5820,0.4459,0.5541,0.9204,79883,20,0.4869,66818,0.1648,0.3718,0.8095,0.8257142857,0.016,0.8949121629,1,32460,1,0.4477651839,0.8047283884,40
San Francisco Art Institute,CA,94133-2299,11,0.1882,9689,210,0.3667,0.6333,0.5,72969,21,0.9033,71486,0.3382,0.4764,0.4444,0.5972850679,0.069,0.995187501,0,41392,1,0.8269533438,0.5790304753,30
San Francisco State University,CA,94132,11,0.491,10945,25126,0.45,0.55,0.8025,77495,22,0.673,24839,0.4432,0.3145,0.5568,0.658924676,0.052,0.9487450111,0,15113,2.6350123865,0.5155839404,0.8181818182,28
University of San Francisco,CA,94117-1080,11,0.4198,13021,6510,0.3711,0.6289,0.8456,82472,20,0.6442,67416,0.2849,0.513,0.75,0.7615023474,0.025,0.8750800488,1,36424,1,0.4453358281,0.5900779138,40
William Jessup University,CA,95765-3707,41,0.2636,7081,1246,0.4101,0.5899,0.7847,76498,24,0.6503,48426,0.3994,0.6412,0.6123,0.6832460733,0.065,0.9301675973,0,21207,1,0.5996943493,0.6952025767,14
San Jose State University,CA,95192-0001,11,0.4301,10698,27723,0.5028,0.4972,0.8674,88589,22,0.6357,24649,0.4073,0.2701,0.6431,0.7734666215,0.037,0.9066885788,0,14928,2.5129903209,0.4601796185,1.0112630732,28
Santa Clara University,CA,95053,12,0.6375,12949,5676,0.4998,0.5002,0.941,93581,20,0.4882,71335,0.1114,0.2701,0.9085,0.8728956229,0.01,0.752766719,1,38327,1,0.3376531498,0.9992003199,40
Scripps College,CA,91711-3905,21,0.75,11682,1083,0,1,0.9286,79153,20,0.32,73756,0.1082,0.2913,0.8915,0.9071038251,0.009,0.7383072358,0,32709,1,0.3543313152,0,35
Simpson University,CA,96003-8606,13,1,5763,701,0.4009,0.5991,0.6628,55586,27,0.5231,43693,0.4583,0.6347,0.529,0.6808236808,0.026,0.9507113039,0,22703,1,0.7070200246,0.6691704223,14
Saint Mary's College of California,CA,94575,21,0.2379,10595,2632,0.4347,0.5653,0.8355,84232,20,0.81,66976,0.2454,0.6801,0.7745,0.7743288591,0.036,0.8864262801,1,34392,1,0.4723805025,0.7689722271,40
Sonoma State University,CA,94928-3609,21,0.4946,10481,8119,0.3805,0.6195,0.7831,75511,22,0.9119,25554,0.3523,0.3666,0.6242,0.728751525,0.047,0.931135046,0,17478,2.5076142132,0.493297952,0.614205004,21
Vanguard University of Southern California,CA,92626,12,1,7725,1914,0.3255,0.6745,0.7603,75891,21,0.4945,46807,0.4505,0.8711,0.617,0.6933216169,0.04,0.9712503618,0,20051,1,0.7560575622,0.4825796887,13
University of Southern California,CA,90089,11,0.622,14970,19908,0.4831,0.5169,0.9641,76787,20,0.1142,74738,0.2064,0.2643,0.9195,0.8487067979,0.012,0.8566991595,0,29528,1,0.4130846499,0.934610176,36
Thomas Aquinas College,CA,93060,42,0.9825,9461,439,0.4715,0.5285,0.9421,67656,19,0.7892,36738,0.2555,0.7076,0.8488,0.9276315789,0.012,0.7514046634,1,25526,1,0.4223149114,0.8921475875,38
Epic Bible College,CA,95841,21,0.3438,2094,109,0.367,0.633,1,63747,38,0.7814533946,13535,0.906,0.906,0.1428,0.3285714286,0.205,1.0452066696,0,7439,1,1.0199386159,0.579778831,15
Walden University,MN,55401,11,0.0732,7075,6948,0.1826,0.8174,0.5426975374,62475,36,0.7779243551,27740.349774,0.375,0.5648,0.1818,0.319591893,0.068,1.046305976,0,22443.304993,1,0.7811330639,0.2233912405,2
Westmont College,CA,93108-1089,22,0.5455,8199,1314,0.4003,0.5997,0.8047,78788,19,0.648,62578,0.1926,0.5364,0.7666,0.8662790698,0.021,0.8431298272,0,31145,1,0.5161762992,0.6675004169,30
Whittier College,CA,90601,21,0.6973,8319,1770,0.4356,0.5644,0.7933,73825,19,0.5711,58569,0.3614,0.6853,0.6913,0.7711442786,0.035,0.9564013085,0,24570,1,0.564961455,0.7717930546,30
Woodbury University,CA,91504-1052,11,0.3268,7609,1108,0.4856,0.5144,0.8436,60713,22,0.6633,52391,0.4599,0.5751,0.5275,0.6574675325,0.018,1.004697892,0,23915,1,0.9386623623,0.9440124417,13
Adams State University,CO,81101,33,0.5691,6304,1727,0.5547,0.4453,0.5877,50726,22,0.9909,22426,0.4369,0.4239,0.2829,0.4808917197,0.093,1.0257106381,0,14064,2.2101694915,0.8955021892,1.2456770716,24
University of Colorado Denver/Anschutz Medical Campus,CO,80217-3364,11,0.6728,10829,11670,0.4514,0.5486,0.6975,74050,24,0.6731,22467,0.2602,0.2838,0.5005,0.6794930876,0.034,0.9673585108,0,15358,2.7662560257,0.6112576957,0.822821728,20
University of Colorado Colorado Springs,CO,80918,11,0.5805,8533,10221,0.4797,0.5203,0.6962,70639,23,0.8719,22772,0.3107,0.4063,0.4492,0.7008660893,0.047,0.9685580914,0,16486,2.4190520882,0.686549365,0.9219680953,20
University of Colorado Boulder,CO,80309-0017,12,0.7387,11894,30630,0.5459,0.4541,0.8681,81327,20,0.7835,31044,0.1601,0.271,0.6989,0.7719072165,0.03,0.9049698168,0,21680,3.06544,0.5062561739,1.202158115,26
Colorado Christian University,CO,80226,12,0.1916,6707,4671,0.2967,0.7033,0.8333,70816,33,0.6551510173,45525,0.3692,0.4872,0.5327,0.628072445,0.087,1.0050483561,0,25268,1,0.7761109167,0.421868335,14
Colorado College,CO,80903,11,0.8609,11157,2089,0.4543,0.5457,0.9596,73737,19,0.135,71561,0.1112,0.2233,0.8627,0.8955696203,0.02,0.8226971458,0,26753,1,0.5014821181,0.8325087044,34
Colorado School of Mines,CO,80401,21,0.9853,12072,5103,0.6886,0.3114,0.9189,74353,20,0.5308,34932,0.1502,0.393,0.8156,0.9054580897,0.017,0.8340580562,0,26750,2.0859301228,0.3941816567,2.2113037893,33
Colorado State University-Fort Collins,CO,80523-0100,12,0.7086,10405,24373,0.4777,0.5223,0.8421,73818,21,0.8135,26742,0.2322,0.3995,0.7039,0.7379379667,0.03,0.9320446762,0,18668,2.5730610873,0.5774512122,0.9146084626,26
Colorado Technical University-Colorado Springs,CO,80907-3812,11,0.3352089085,7302,23197,0.3526,0.6474,0.4381,58865,33,0.6508103681,22246,0.7195,0.7401,0.2785,0.3198236709,0.185,1.0487708305,0,16435,1,1.1773559662,0.5446400989,2
University of Denver,CO,80208,11,0.5356,11204,5755,0.4553,0.5447,0.8545,78120,20,0.5871,66983,0.1624,0.3424,0.7694,0.7849462366,0.019,0.8837070975,0,32361,1,0.5605720865,0.8358729576,34
Fort Lewis College,CO,81301-3999,32,0.9836,7325,3080,0.4666,0.5334,0.6192,61685,21,0.9138,23701,0.3646,0.4117,0.4242,0.6273525721,0.126,0.9899701129,0,16274,2.2010820559,0.783735525,0.8747656543,21
Colorado Mesa University,CO,81501-3122,13,0.555,6850,8260,0.4579,0.5421,0.7429,56304,22,0.782,21588,0.3414,0.445,0.3466,0.5457728864,0.109,1.0052911212,0,15569,2.488947732,0.870507756,0.8446781037,24
Metropolitan State University of Denver,CO,80217-3362,11,1,6887,18378,0.4632,0.5368,0.6667,71857,25,0.613,19730,0.3568,0.3919,0.2809,0.5541010619,0.089,1.0126469792,0,14257,2.665685192,0.8196631464,0.8628912072,20
Naropa University,CO,80302-6697,12,0.3694,6507,371,0.2938,0.7062,0.7,68743,24,0.9852,50810,0.5131,0.5656,0.3771,0.7018181818,0.048,1.0066200186,0,25871,1,1.2902855832,0.4160294534,19
Nazarene Bible College,CO,80920,11,1,4387,428,0.5304,0.4696,0.6094732109,57714,35,0.7068038483,28828.568182,0.2093,0.2449,0.2857,0.4634146341,0.13,1.0044834104,0,20182.64982,1,1.061769533,1.129471891,3
University of Northern Colorado,CO,80639,12,0.5871,7704,8448,0.3339,0.6661,0.7228,72445,21,0.9084,24165,0.2897,0.443,0.4962,0.7091940976,0.052,0.9774078771,0,15714,2.2273956143,0.6580064527,0.5012760847,21
Regis University,CO,80221-1099,11,0.443,7261,3392,0.3927,0.6073,0.8425,74280,27,0.7096,50403,0.2401,0.4201,0.6686,0.6535991889,0.029,0.9812112982,1,25483,1,0.6234341847,0.6466326363,38
Rocky Mountain College of Art and Design,CO,80214,12,0.2321,4578,1449,0.3016,0.6984,0.6429,71949,25,0.7760357629,29696,0.4744,0.6528,0.4155,0.5717488789,0.148,1.0086921503,0,25334,1,1.0841063538,0.4318442153,14
Colorado State University Pueblo,CO,81001-4901,12,0.5755,7036,3447,0.4749,0.5251,0.6342,54713,23,0.9303,22718,0.3859,0.6043,0.3395,0.5582729469,0.083,0.9968013969,0,14653,2.583085524,0.6974285136,0.9043991621,21
Western Colorado University,CO,81231,33,0.6633,6773,1815,0.5851,0.4149,0.646,68547,20,0.8415,23911,0.2107,0.4014,0.4973,0.652173913,0.088,0.986127148,0,17282,2.0992717516,0.6665938149,1.41021933,22
Albertus Magnus College,CT,06511-1189,12,0.3491,7321,1108,0.3718,0.6282,0.6746,65065,28,0.8346,49229,0.5018,0.7168,0.6628,0.5178571429,0.059,1.0371720425,1,26015,1,0.8335203214,0.5918497294,37
University of Bridgeport,CT,06604-5620,12,0.3035,8744,3233,0.3279,0.6721,0.6922,63241,24,0.5458,50556,0.4225,0.5859,0.434,0.5570175439,0.07,1.0362450359,0,22600,1,0.839949603,0.4878738283,13
Central Connecticut State University,CT,6050,21,0.4576,9405,8817,0.5284,0.4716,0.7208,75579,22,0.6563,22007,0.3816,0.5444,0.5424,0.6919504644,0.065,0.9834416873,0,16158,2.1709432598,0.6626678092,1.1204410517,22
Connecticut College,CT,06320-4196,13,0.7247,9783,1820,0.3786,0.6214,0.9035,83703,19,0.3741,71970,0.1659,0.4431,0.8256,0.9132321041,0.011,0.8415064292,0,32626,1,0.3930431365,0.6092693917,34
University of Connecticut,CT,6269,21,0.6571,12608,18585,0.4929,0.5071,0.9356,80999,20,0.4942,32016,0.2226,0.4382,0.8449,0.8263348165,0.026,0.9047685758,0,22012,2.3159177987,0.4312724262,0.9719976336,26
Eastern Connecticut State University,CT,6226,31,1,8766,4425,0.4289,0.5711,0.7704,76020,21,0.6387,26310,0.3333,0.6029,0.5738,0.713963964,0.073,0.9735078476,0,18618,2.0940401823,0.6311739836,0.7510068289,22
Fairfield University,CT,06824-5195,21,1,11015,4250,0.4054,0.5946,0.9045,93458,19,0.5713,65234,0.1099,0.5013,0.8187,0.8565217391,0.013,0.8821429946,1,38869,1,0.3573088543,0.6818028927,40
University of Hartford,CT,06117-1599,12,0.4186,7831,4553,0.474,0.526,0.7502,82221,20,0.7635,55078,0.2906,0.63,0.5832,0.7318868656,0.073,0.9507820833,0,28541,1,0.5526193468,0.9011406844,30
Mitchell College,CT,6320,13,1,7021,597,0.5662,0.4338,0.6327,79488,20,0.7806,47450,0.409,0.6361,0.4375,0.6258064516,0.164,0.9964307679,0,28079,1,0.9068176197,1.3052097741,5
University of New Haven,CT,06516-1916,21,0.4225,10718,4863,0.4429,0.5571,0.7705,77310,20,0.8299,56527,0.2728,0.8264,0.6313,0.7241564006,0.043,0.9386342805,0,33400,1,0.5892415891,0.7950098726,30
Post University,CT,6723,22,0.5213,6381,9634,0.2859,0.7141,0.4549,67090,31,0.9654,28930,0.7006,0.7282,0.1765,0.3629304524,0.213,1.0424681565,0,15653,1,0.9502782315,0.4003640947,2
Quinnipiac University,CT,6518,21,0.3915,11210,6816,0.3907,0.6093,0.8396,87986,20,0.7012,64618,0.1545,0.6019,0.7726,0.867589788,0.026,0.8867098159,0,41104,1,0.3837247767,0.6412276383,30
Sacred Heart University,CT,06825-1000,21,0.3392,9270,6066,0.337,0.663,0.8346,87263,20,0.6392,59679,0.1927,0.608,0.7172,0.8181818182,0.039,0.9318164186,1,41191,1,0.415564267,0.5082956259,40
University of Saint Joseph,CT,6117,21,0.9733,8873,871,0.1952,0.8048,0.7936,74607,23,0.7661,47812,0.3982,0.7533,0.6,0.6949152542,0.034,0.9681639595,1,21416,1,0.8134490239,0.2425447316,39
Southern Connecticut State University,CT,06515-1355,12,0.4695,9144,7694,0.3891,0.6109,0.7324,74581,21,0.6936,24698,0.3928,0.6012,0.512,0.6760347471,0.075,1.0059426774,0,20763,2.1322732832,0.6789393028,0.636929121,22
Trinity College,CT,06106-3100,12,0.729,10860,2167,0.5002,0.4998,0.9067,81265,20,0.3349,74042,0.1343,0.137,0.836,0.8686635945,0.026,0.8200373895,0,34460,1,0.3968851091,1.0008003201,34
Wesleyan University,CT,6459,13,0.8742,12670,2933,0.4545,0.5455,0.9676,82041,19,0.1648,72639,0.1815,0.2426,0.9049,0.928358209,0.018,0.7794480752,0,26527,1,0.3964641273,0.8331805683,34
Western Connecticut State University,CT,06810-6826,13,1,9389,4752,0.4745,0.5255,0.7367,85742,21,0.758,23153,0.3421,0.5541,0.5062,0.70294973,0.076,0.9874096568,0,18215,2.1424541608,0.6474131622,0.9029495718,22
Yale University,CT,6520,12,0.717,19830,6089,0.4919,0.5081,0.9892,75345,19,0.0608,73900,0.1784,0.08,0.969,0.8907284768,0.009,0.8441627438,0,17549,1,0.3040888839,0.9681165125,36
Delaware State University,DE,19901,13,0.6331,8238,3932,0.3418,0.6582,0.7045,60801,20,0.5277,22297,0.4888,0.6616,0.4078,0.3808801214,0.143,1.0739926692,0,12995,2.0942116735,0.9536214355,0.5192950471,24
University of Delaware,DE,19716,21,0.9819,13175,19047,0.4235,0.5765,0.9118,84189,19,0.7136,26960,0.1366,0.4625,0.8101,0.8281678263,0.024,0.8797104662,0,17220,2.5007002801,0.453624179,0.7346053773,26
Goldey-Beacom College,DE,19808,21,0.2874,8268,726,0.4683,0.5317,0.7027,70369,21,0.5668,38041,0.4371,0.4493,0.5027,0.5871559633,0.1,1.0268455887,0,14504,1,0.7614489285,0.880759827,6
Wesley College,DE,19901-3875,13,0.2976,6985,997,0.4694,0.5306,0.5357,70367,20,0.6139,40474,0.5264,0.8186,0.3043,0.5039556962,0.162,1.0466627519,0,24846,1,0.8290201564,0.8846588767,5
Wilmington University,DE,19720,21,0.0605,7566,8472,0.361,0.639,0.6009,66924,28,0.8318462401,18123,0.3107,0.5258,0.224,0.4789391576,0.089,1.0403008085,0,14683,1,0.7344096956,0.5649452269,25
American University,DC,20016-8001,11,0.5606,12164,7659,0.3754,0.6246,0.867,81657,19,0.3608,66022,0.1576,0.4119,0.7931,0.8298076923,0.025,0.8929825709,0,43451,1,0.4587602352,0.6010246558,34
The Catholic University of America,DC,20064,11,0.5427,10213,3245,0.4518,0.5482,0.8764,85196,20,0.8536,63639,0.1191,0.4823,0.7413,0.8237384506,0.028,0.9123627435,1,34230,1,0.4595844243,0.8241517694,40
University of the District of Columbia,DC,20008,11,0.3233,8621,3603,0.4049,0.5951,0.6816,51576,26,0.7152188344,22452,0.4831,0.3977,0.1775,0.3640614562,0.126,1.0521068432,0,15894,2.1102990033,1.0107816712,0.6803898504,25
Gallaudet University,DC,20002-3695,11,1,10151,1058,0.4556,0.5444,0.7463,65746,22,0.6122,38084,0.5624,0.4095,0.4903,0.5810397554,0.116,0.9623013467,0,14595,1,0.9234360687,0.8368846436,6
George Washington University,DC,20052,11,0.4932,14691,12031,0.3857,0.6143,0.9203,85677,21,0.4084,71702,0.1461,0.3521,0.8212,0.8577138289,0.022,0.8641410486,0,33719,1,0.4329702504,0.6278691193,34
Georgetown University,DC,20057-0001,11,0.4815,15798,7141,0.4389,0.5611,0.9679,82187,20,0.1436,73840,0.1338,0.2522,0.9452,0.8890221956,0.01,0.7727679548,1,28909,1,0.2645914397,0.7822135092,40
Howard University,DC,20059,11,0.79,9761,6461,0.29,0.71,0.8632,66680,20,0.3608,44651,0.4354,0.5577,0.6379,0.3898461538,0.072,1.0601359477,0,41289,1,0.6668326339,0.4084507042,31
Strayer University-District of Columbia,DC,20005,11,0,6140.0257174,651,0.2949,0.7051,0,66472,33,0.7197265168,28149,0.575,0.7306,0.353,0.3045798943,0.113,1.0595926067,0,26625,1,0.9864647855,0.4182385477,2
Trinity Washington University,DC,20017-1094,11,0.3297,7620,1344,0.0275,0.9725,0.7358,60221,24,0.9669,31616,0.6259,0.6424,0.3314,0.4147414741,0.149,1.0561770921,1,14396,1,1.0698664957,0.028277635,39
The Baptist College of Florida,FL,32440,32,1,4820,298,0.5638,0.4362,0.72,50305,26,0.9359,18260,0.5335,0.3884,0.5454,0.5793991416,0.09,1.0139307881,0,10288,1,0.9340517368,1.2925263641,7
Barry University,FL,33161-6695,21,0.2877,8242,3472,0.3655,0.6345,0.6505,58621,26,0.5099,43741,0.4832,0.5498,0.3547,0.5006127451,0.061,1.0372956307,1,17994,1,0.8000224568,0.5760441292,37
Bethune-Cookman University,FL,32114-3099,13,0.6716,6395,2778,0.3729,0.6271,0.5432,50783,20,0.8406,28618,0.7591,0.8171,0.3342,0.2880921895,0.266,1.0903548406,0,16995,1,1.2740344885,0.5946420029,1
Lynn University,FL,33431-5598,13,0.649,5502,2401,0.4985,0.5015,0.7063,78627,21,0.7422,54854,0.2464,0.3338,0.5301,0.6217162872,0.059,0.988204488,0,36044,1,0.5355227193,0.9940179462,30
Albizu University-Miami,FL,33172-2209,13,1,5193,118,0.1695,0.8305,0.6,45249,26,0.5556,25500,0.5912,0.6861,0.5526,0.5241090147,0.068,1.0491342263,0,14136,1,0.7352374592,0.2040939193,16
Johnson University Florida,FL,34744,21,1,5504,182,0.5714,0.4286,0.4627,59004,22,0.3073,26345,0.6231,0.6734,0.3334,0.7155172414,0.088,0.9606638071,0,17384,1,0.9197737631,1.3331777881,8
South University-West Palm Beach,FL,33411,21,0.4242,6559,510,0.1667,0.8333,0.6667,55764,30,0.7323309839,28960,0.5827,0.705,0.1905,0.2736477659,0.118,1.051825973,0,22592,1,1.0215200218,0.2000480019,2
Eckerd College,FL,33711-4700,11,0.8731,8051,1989,0.3258,0.6742,0.8121,68211,21,0.6744,61499,0.2019,0.6725,0.6728,0.6939313984,0.055,0.9248943594,0,34860,1,0.6716621539,0.4832393948,30
Edward Waters College,FL,32209,11,1,4538,932,0.5193,0.4807,0.5302,47937,22,0.6112,24539,0.276,0.2515,0.231,0.1986531987,0.256,1.0822542055,0,12653,1,1.4678539975,1.0802995631,8
Embry-Riddle Aeronautical University-Daytona Beach,FL,32114-3900,13,0.8987,9876,6355,0.7725,0.2275,0.7758,66671,25,0.6094,53250,0.2625,0.448,0.6162,0.740803485,0.047,0.9634597358,0,34296,1,0.4757740973,3.3956043956,32
Florida Agricultural and Mechanical University,FL,32307,12,0.9957,8277,7514,0.3448,0.6552,0.8012,52786,20,0.3569,23029,0.6054,0.619,0.5166,0.4017261671,0.093,1.07811776,0,15060,3.0639585134,1.0230239176,0.5262515263,24
Florida Atlantic University,FL,33431-0991,13,0.709,9670,23423,0.434,0.566,0.814,63066,23,0.6328,20693,0.3879,0.3208,0.5115,0.616517106,0.055,1.0028819239,0,10186,3.5507276081,0.6190815801,0.7667844523,20
Flagler College,FL,32084,23,0.4574,7223,2863,0.3252,0.6748,0.7408,63843,22,0.6476,34495,0.3064,0.5554,0.5433,0.6496350365,0.064,0.976962646,0,23237,1,0.7115855014,0.4819205691,12
Florida College,FL,33617,21,0.7818,7253,537,0.4823,0.5177,0.7222,63903,19,0.7534,29673,0.3209,0.6106,0.542,0.7725856698,0.056,0.9527862488,0,19654,1,0.5748594788,0.9316206297,22
AdventHealth University,FL,32803,11,0.9612,7944,1061,0.1876,0.8124,0.6087,60028,26,0.5053,24683,0.396,0.5727,0.3386,0.6389083275,0.032,1.0048251857,0,18229,1,0.5709838743,0.2309207287,16
Florida Institute of Technology,FL,32901-6975,13,0.9362,9821,3293,0.7127,0.2873,0.787,68086,28,0.6575,58726,0.212,0.3582,0.5939,0.4169240272,0.08,1.0033019279,0,31097,1,0.635752857,2.4806822137,32
Florida International University,FL,33199,21,0.98,10701,41843,0.4399,0.5601,0.8914,58110,23,0.5751,19409,0.4815,0.2933,0.6023,0.62294279,0.052,1.0131016979,0,7296,2.8884996192,0.6651254105,0.7853954651,28
Florida Memorial University,FL,33054-6199,21,0.732,7575,1049,0.4013,0.5987,0.6355,48349,20,0.3999,27460,0.6843,0.6755,0.3629,0.2484567901,0.19,1.0968905656,0,17625,1,1.4444253761,0.6702856188,1
Florida Southern College,FL,33801-5698,12,0.9943,8426,2666,0.3676,0.6324,0.8221,60789,21,0.5213,51143,0.2746,0.6324,0.6598,0.6988888889,0.058,0.9739484183,0,25646,1,0.7257602445,0.5812776724,12
Florida State University,FL,32306-1037,12,0.8548,10962,32881,0.4322,0.5678,0.9294,60914,20,0.3597,22026,0.3088,0.3517,0.8298,0.6992837582,0.035,0.9669602948,0,9789,3.3214285714,0.6080562779,0.7611835153,27
University of Florida,FL,32611,12,0.8718,11831,34523,0.4369,0.5631,0.9663,60120,21,0.3658,21151,0.2585,0.2223,0.8853,0.7176744824,0.02,0.948889024,0,6302,4.4913023037,0.4731396305,0.775883502,27
Full Sail University,FL,32792-7429,21,0.9545,4730,19957,0.7044,0.2956,0.7198,66113,25,0.685270683,35148,0.5173,0.5747,0.3631,0.3288175411,0.146,1.0268490105,0,27524,1,0.9696915028,2.3829499323,7
AI Miami International University of Art and Design,FL,33132-1418,11,0.0774,5241,994,0.3732,0.6268,0.5652,57565,24,0.7000528271,28627,0.4322,0.4411,0.3624,0.373451804,0.12,1.0302755246,0,20274,1,1.3340565899,0.5954052329,8
Jacksonville University,FL,32211-3394,11,0.6115,7862,2873,0.4062,0.5938,0.7371,63671,26,0.9169,53794,0.3003,0.4812,0.5248,0.6071774976,0.061,0.9849102813,0,24084,1,0.6296628442,0.68406871,12
Luther Rice College & Seminary,GA,30038-9869,21,0.5,5445,235,0.6596,0.3404,0.5813707013,65125,38,0.5,27841.96254,0.5597,0.5529,0.2632,0.4225352113,0.049,1.0701516424,0,19414.438086,1,1.244214403,1.937720329,3
University of Miami,FL,33146,13,0.8274,12817,11094,0.4651,0.5349,0.9282,71124,20,0.2713,67249,0.143,0.2604,0.825,0.8053802723,0.022,0.897694094,0,46949,1,0.4676226953,0.8695083193,34
University of North Florida,FL,32224-7699,11,0.9756,7953,14405,0.4327,0.5673,0.829,62628,22,0.7228,19627,0.2992,0.3181,0.6286,0.647396293,0.043,0.9825505314,0,9606,3.2544999217,0.6085370303,0.7627357659,21
Nova Southeastern University,FL,33314-7796,21,0.4657,9848,5618,0.2855,0.7145,0.8098,62876,24,0.801,48294,0.3956,0.4947,0.54,0.5090479937,0.025,1.0195515838,0,23905,1,0.804759309,0.399580126,12
Palm Beach Atlantic University,FL,33401,12,1,7811,2376,0.3455,0.6545,0.7558,64221,22,0.9544,48254,0.2907,0.4539,0.5551,0.6099930604,0.033,0.9792213793,0,25887,1,0.7110076918,0.5278838808,12
Ringling College of Art and Design,FL,34234-5895,13,0.6977,8715,1653,0.3037,0.6963,0.8427,70285,20,0.6386,67325,0.2838,0.5099,0.6956,0.6732142857,0.051,0.918540496,0,49649,1,0.8104837789,0.4361625736,31
Rollins College,FL,32789-4499,21,1,9229,2598,0.398,0.602,0.8689,69363,22,0.5834,66157,0.1883,0.2975,0.7407,0.619212963,0.06,0.9492038496,0,29806,1,0.7165264322,0.6611295681,30
Saint Leo University,FL,33574-6665,23,0.2148,8358,7695,0.3955,0.6045,0.6869,58178,30,0.7209,38182,0.4962,0.4982,0.5016,0.4179453456,0.105,1.043129306,1,18869,1,0.9586715867,0.6542597188,37
